Sentence,Sentiment
"$AAPL na área de pivô no gráfico intradiário - uma quebra aqui pode enviar isso para a SMA de 50 dias, 457,80 http://stks.co/jPbN",positive
A Finnlines anunciará na semana 17 de 2006 quais as medidas que irá tomar para resolver a situação.,neutral
roubou meu tweet. realmente não ficaria surpreso se tirássemos 423 e fixassemos em torno dele RT @totalguru Poderíamos até ver 425 hoje $AAPL,positive
A RL-Nordic faz parte do Raiffeisen-Banking-Group Austria e é uma subsidiária da Raiffeisen-Leasing GmbH na Áustria.,neutral
EmpresasA nomeação de Howard Davies como diretor do RBS foi adiada,neutral
"A perda após impostos ascendeu a 1,2 milhões de euros, em comparação com uma perda de 2,6 milhões.",positive
$spy $vxx $aapl as partes sobrecarregadas de volatilidade $uvxy estão de volta,negative
"``Nossa pesquisa mostra que o acesso à tecnologia da informação tem sido um dos fatores limitantes para a maioria das pequenas empresas, especialmente quando trabalham em um ambiente de rede heterogêneo.",neutral
A venda do negócio de batata alimentar faz parte do plano da Raisio para agilizar e clarificar as suas operações comerciais.,neutral
"O lucro operacional comparável diminuiu para 13,8 milhões de euros, de 17,1 milhões de euros no período correspondente em 2005.",negative
$AMGN e #UCB anunciam resultados positivos de primeira linha do estudo Ph3 que avalia Romosozumabe em homens... https://t.co/4hBoUDR8B8 via @YahooFinance,positive
"A empresa finlandesa de aluguel de máquinas Ramirent Plc (OMX Helsinki: RMR1V) relatou na sexta-feira (15 de agosto) um lucro operacional de EUR 65,0 milhões em vendas líquidas de EUR 342,9 milhões no período de janeiro a junho de 2008.",neutral
"O retorno sobre o investimento ( ROI ) foi de 4,1 % em comparação com 43,8 % no primeiro semestre de 2008 .",neutral
"A quota de mercado de empréstimos do Sampo Bank foi de 13,6 % , abaixo dos 14,4 % no primeiro trimestre de 2008 .",neutral
$BBRY vamos ver 14+ hoje,positive
$vxx adicionando à posição aqui!,positive
"As vendas da Cargotec totalizaram 3,4 mil milhões de euros em 2008 e empregam aproximadamente 10.500 pessoas.",neutral
O preço das ações da Auto Trader sobe à medida que a empresa flutua na LSE,positive
"Estamos muito entusiasmados em trabalhar com a Maxis nesta primeira implantação comercial do `Master of Maya', disse Joe Doering, chefe da região Ásia Sul da Nokia Siemens Networks.",positive
A produção de pasta de papel na Kemij+ñrvi finlandesa também será liquidada e cerca de 1.100 funcionários perderão os seus empregos.,neutral
A Okmetic espera que as suas vendas líquidas no primeiro semestre de 2009 sejam inferiores às de 2008 .,negative
Uma porta-voz da Apple disse que a empresa não quis comentar.,neutral
"Também reduzimos nossas projeções de preços para papel e embalagens”, disse um analista do Goldman Sachs em nota na segunda-feira.",neutral
"Além disso, as vendas de automóveis novos de passageiros e de veículos comerciais ligeiros no país diminuíram 5,4% em termos anuais no mês passado.",negative
DMASIA-16 de agosto de 2006-Benefon amplia capacidade de fabricação com ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd.,positive
"As ações da Royal and Sun Alliance continuaram caindo de uma alta de 12 meses de 172p no mês passado, depois que um potencial pretendente se excluiu de uma oferta pública de aquisição.",neutral
$O petróleo caiu para o menor nível em quatro anos depois que a #OPEP manteve sua produção de petróleo inalterada http://stks.co/a1IX4 $USO $WTI $Brent,negative
"ATUALIZAÇÃO 5-Presidente do Barclays, McFarlane, afasta CEO para acelerar a mudança estratégica",negative
"O Grupo Sampo, que se tornou um dos principais acionistas da Nordea, possui o principal concorrente da TrygVesta, a If P&C Insurance.",neutral
A venda do negócio de comércio de produtos de saúde apoia a estratégia da Oriola-KD de se concentrar nos negócios de atacado e varejo farmacêutico.,positive
"O valor das explorações florestais da empresa aumentou em 3,6 mil milhões de coroas suecas.",positive
"A empresa internacional de aluguel de máquinas com sede na Finlândia, Ramirent Plc (OMX Helsinki: RMR1V), disse na sexta-feira (9 de maio) que seu presidente e CEO, Kari Kallio, informou ao conselho sua intenção de se aposentar no ano de 2009.",neutral
"De acordo com relatos da mídia empresarial, Usmanov planejava transferir sua participação na MegaFon para a estatal Svyazinvest, em troca de uma participação na RosTelecom resultante da fusão.",neutral
Nossas soluções são totalmente arabizadas e nossa mensagem é que queremos nos tornar o parceiro de TI preferido das empresas na região do Oriente Próximo.,neutral
- Estou satisfeito que Bjorn Wahlroos tenha aceitado a indicação.,positive
"O aviso de produto não se aplica a nenhuma outra bateria da marca Nokia, disse a empresa.",neutral
AstraZeneca obtém aprovação da FDA para nova pílula contra câncer de pulmão,positive
"Posso dizer categoricamente que não”, disse Wahlroos, citado pelo jornal, quando questionado sobre o interesse de Sampo em fazer uma oferta pela RSA.",neutral
"A entrega ponta a ponta combina as competências e serviços das áreas de negócios de Telecom & Media, Processing & Network e Digital Innovations da TietoEnators.",neutral
"Posição longa em $IP,... Escalando UP http://stks.co/sIln",positive
"$QCOR um pequeno recuo é bom, mas se isso apagar todos os ganhos de hoje, não posso acreditar na manipulação que é capaz de fazer",negative
@technik Ainda tenho uma posição $GILD menor. Sendo muito tenro com o dinheiro devido à volatilidade. Tão relutante em manter muitas posições importantes.,positive
"O volume de negócios do Grupo em 2006 foi de 39,2 milhões de euros e o lucro operacional foi de 3,9 milhões de euros.",neutral
"Além da verificação de identidade e assinaturas digitais, o novo Mobile ID aprovado pelo estado também permite votar nas eleições.",neutral
"A perda do terceiro trimestre de 2007 foi 0,3 milhões de euros inferior à perda do segundo trimestre de 2007 .",positive
"Os clientes incluem hotéis e restaurantes, bem como atacadistas e alguns varejistas.",neutral
"A construção de uma grande instalação de marcenaria no distrito de Sheksna, na região de Vologda, no noroeste da Rússia, terá início em 2009, e a fábrica iniciará a produção em 2011.",neutral
"O resultado antes de impostos diminuiu para quase 14,5 milhões de euros, em comparação com quase 20 milhões de euros no período contabilístico anterior.",neutral
O hack foi ainda mais nefasto porque os tweets foram ativados sem serem clicados – foi o suficiente para os internautas moverem o cursor do mouse sobre eles.,negative
"O justo valor das propriedades de investimento da empresa caiu para 2,768 mil milhões de euros no final de 2009, contra 2,916 mil milhões de euros um ano antes.",negative
"LONDRES AFX-Recomendações de corretores do Reino Unido e da Europa emitidas hoje, conforme coletadas pela AFX News de diversas fontes do mercado.",neutral
O acordo inclui todo o processo de gestão da cadeia de suprimentos da Mercator em todas as regiões onde a empresa está presente atualmente.,neutral
"Embora a empresa não tenha indicado o nível de investimento na unidade, disse que adquiriu o equipamento do laboratório de I&D de telemóveis da Nokia Corporation em Jyvaeskylae.",neutral
Produtos Farmacêuticos - República Tcheca Esta nova análise de mercado oferece uma visão clara da situação real e das perspectivas futuras do mercado farmacêutico na República Tcheca.,neutral
$SAVE longo. https://t.co/yEJuS9cMlC,positive
"As vendas na Finlândia aumentaram 3,9% e o crescimento internacional foi de 0,7%.",positive
Mylan nomeia Ranjan Ray Chaudhuri como líder comercial global da Mylan's Over ...,neutral
Nossa superior centralização no cliente e experiência em serviços digitais nos diferenciam de nossos concorrentes.,positive
"E a corretora repetiu a sua classificação de "" compra "" , com base nas expectativas de que a actual reestruturação conduzirá a uma clara melhoria no desempenho na Europa em 2007 .",positive
"Os custos unitários das operações de voo caíram 6,4%.",positive
"Como parte do plano, o Conselho de Administração decidiu transferir um máximo de 330.000 ações detidas pela empresa numa emissão de ações contra pagamento dirigida à Aspo Management Oy, uma holding adquirida pela administração.",neutral
O contrato é para o próximo ano.,neutral
"`` Com este acordo, podemos continuar a nossa boa cooperação e, ao mesmo tempo, libertar capital que foi aplicado na nossa operação de máquinas.",positive
A empresa finlandesa de tecnologia Raute Corporation ( OMX Helsínquia : RUTAV ) emitiu na terça - feira ( 23 de Setembro ) um alerta de lucros para o exercício financeiro de 2008 .,negative
"HELSINKI AFX-Outokumpu Technology disse que assinou um acordo de 3,5 milhões de euros com a Erdenet Mining Corporation da Mongólia para a engenharia da primeira planta HydroCopper a ser construída na mina de Erdenet.",positive
AB InBev busca conquistar investidores da SABMiller,positive
"As vendas líquidas da empresa em 2010 totalizaram 311,4 milhões de euros, com uma margem operacional de 13,9 por cento.",neutral
"A Scanfil finlandesa, fabricante terceirizada e fornecedora de sistemas para comunicação e eletrônica industrial, reporta vendas líquidas de 108,7 milhões de euros no primeiro semestre de 2008, abaixo dos 111,1 milhões de euros do ano anterior.",neutral
"A Comissão Europeia disse anteriormente que multou a ThyssenKrupp, a Otis da United Technologies Corp, a Schindler AG e a Kone Oyj num total de 992,3 milhões de euros por alegada actividade de cartel no mercado de elevadores que remonta a doze anos.",neutral
AstraZeneca pagará à Inovio até US$ 700 milhões por medicamento contra o câncer,positive
O serviço completo de análise e notícias de negociação em horário estendido da MidnightTrader está disponível em tempo real através do COMTEX.,neutral
"Em algum momento de 2010, todos os nomes de empresas independentes, como Palmberg, Tekmanni, Lemcon, Forssan Betoni, Suonenjoen Betonituote, entre outros, desaparecerão.",neutral
"Em 2007, quase dois terços das vendas líquidas da Orion vieram destes medicamentos.",neutral
"A Incap Contract Manufacturing Services Pvt Ltd, uma subsidiária da Incap Corporation da Finlândia, está adquirindo a unidade de fabricação da TVS Electronic Ltd em Tumkur, perto de Bangalore, por Rs40 crore.",neutral
"O centro tecnológico de 19.200 metros quadrados está localizado perto da Universidade de Tampere, no centro de Tampere.",neutral
"O lucro por acção EPS em 2005 ascendeu a uma perda de 1,26 euros.",neutral
A duração dos despedimentos por trabalhador variará entre uma e seis semanas.,neutral
"Os volumes de entrega e preços de venda da Ruukki mostraram um desenvolvimento favorável e as vendas líquidas comparáveis ​​da empresa cresceram 50% em relação ao ano anterior, para 647 milhões de euros, disse o CEO Sakari Tamminen.",positive
"Gerou um prejuízo operacional de 96,3 milhões de euros, abaixo de um lucro de 43,9 milhões de euros.",neutral
"HELSINQUE (Thomson Financial) - A Kone disse que ganhou quatro encomendas na Arábia Saudita, Emirados Árabes Unidos e Qatar no valor de 40 milhões de euros.",positive
"Além da Nordea, também a Ergo compete pela posição entre os três principais fornecedores de fundos de pensões na Estónia.",neutral
"``Ao longo dos anos, a cor laranja tornou-se sinônimo de qualidade.",neutral
"No período em análise, o EPS situou-se em 0,07 euros versus 0,11 euros.",negative
As estimativas indicam que até 170 tablets ou dispositivos de leitura diferentes estarão disponíveis em 2011 .,neutral
"Tesla fazendo recall de 2.700 unidades do Modelo X, relacionadas à trava com defeito para assentos da terceira fila; Cai para o nível de $ 252,50 no recall, ações sobem 1% $ TSLA",negative
Johnson Matthey acelera em busca de ar limpo,positive
"A música é fornecida por todas as principais gravadoras internacionais e regionais, incluindo Universal Music Group, Sony Music Entertainment, Warner Music, EMI Music, Rotana, Mazzika, Melody Music, Platinum Records e o principal agregador de conteúdo The Orchard, bem como milhares de gravadoras independentes.",neutral
